category,room_count,bathroom_count,size,type,price,city,region,log_price
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,27000.0,Nabeul,Autres villes,4.431363764158987
Maisons et Villas,2.0,1.0,80.0,À Vendre,160000.0,Nabeul,Grombalia,5.204119982655925
Maisons et Villas,3.0,1.0,200.0,À Vendre,35000.0,Nabeul,Hammamet,4.544068044350276
Appartements,1.0,1.0,75.0,À Louer,500.0,Nabeul,Nabeul,2.6989700043360187
Appartements,1.0,1.0,75.0,À Louer,470.0,Nabeul,Nabeul,2.6720978579357175
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,30000.0,Nabeul,Hammamet,4.477121254719663
Appartements,2.0,1.0,150.0,À Vendre,140000.0,Nabeul,Hammamet,5.146128035678238
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,320000.0,Nabeul,Soliman,5.505149978319906
Appartements,1.0,1.0,50.0,À Vendre,150000.0,Nabeul,Mrezga,5.176091259055681
Appartements,2.0,1.0,70.0,À Vendre,125000.0,Nabeul,Nabeul,5.096910013008056
Maisons et Villas,3.0,3.0,120.0,À Vendre,550000.0,Nabeul,Hammamet Nord,5.740362689494244
Appartements,1.0,1.0,50.0,À Vendre,118000.0,Nabeul,Nabeul,5.071882007306125
Maisons et Villas,3.0,1.0,300.0,À Vendre,220000.0,Nabeul,Hammamet,5.342422680822207
Maisons et Villas,3.0,1.0,310.0,À Vendre,400000.0,Nabeul,Hammamet,5.6020599913279625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,Autres villes,4.845098040014257
Maisons et Villas,3.0,1.0,190.0,À Vendre,255000.0,Nabeul,Hammamet,5.4065401804339555
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,26000.0,Nabeul,Kélibia,4.414973347970818
Maisons et Villas,3.0,1.0,360.0,À Vendre,285000.0,Nabeul,Hammamet,5.45484486000851
Maisons et Villas,2.0,1.0,750.0,À Vendre,190000.0,Nabeul,Hammamet,5.278753600952829
Maisons et Villas,2.0,2.0,250.0,À Vendre,250000.0,Nabeul,Hammamet,5.3979400086720375
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,39000.0,Nabeul,El Haouaria,4.5910646070264995
Maisons et Villas,2.0,1.0,240.0,À Vendre,110000.0,Nabeul,Hammamet,5.041392685158225
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,35000.0,Nabeul,Hammamet,4.544068044350276
Maisons et Villas,2.0,1.0,110.0,À Vendre,190000.0,Nabeul,Hammamet,5.278753600952829
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,17900.0,Nabeul,Hammamet,4.252853030979893
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000.0,Nabeul,El Haouaria,5.079181246047625
Maisons et Villas,2.0,1.0,150.0,À Vendre,70000.0,Nabeul,Hammamet,4.845098040014257
Maisons et Villas,2.0,1.0,143.0,À Vendre,145000.0,Nabeul,Hammamet,5.161368002234975
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,19500.0,Nabeul,Kélibia,4.290034611362518
Maisons et Villas,4.0,2.0,600.0,À Vendre,265000.0,Nabeul,Hammamet,5.423245873936808
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,17000.0,Nabeul,Hammamet,4.230448921378274
Maisons et Villas,3.0,1.0,170.0,À Vendre,190000.0,Nabeul,Nabeul,5.278753600952829
Maisons et Villas,2.0,1.0,80.0,À Vendre,105000.0,Nabeul,Hammamet Centre,5.021189299069938
Appartements,2.0,1.0,235.0,À Vendre,165000.0,Nabeul,Hammamet,5.217483944213907
Appartements,2.0,1.0,120.0,À Vendre,90000.0,Nabeul,Hammamet,4.954242509439325
Appartements,2.0,1.0,110.0,À Vendre,350000.0,Nabeul,Hammamet Nord,5.544068044350276
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,27000.0,Nabeul,Hammamet,4.431363764158987
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,34000.0,Nabeul,Hammamet,4.531478917042255
Maisons et Villas,2.0,1.0,360.0,À Vendre,95000.0,Nabeul,Hammamet,4.977723605288848
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Nabeul,Hammamet,5.0
Maisons et Villas,2.0,1.0,240.0,À Vendre,90000.0,Nabeul,Hammamet,4.954242509439325
Appartements,2.0,1.0,235.0,À Vendre,165000.0,Nabeul,Hammamet,5.217483944213907
Appartements,2.0,1.0,133.0,À Vendre,180000.0,Nabeul,Hammamet,5.2552725051033065
Maisons et Villas,2.0,1.0,150.0,À Vendre,70000.0,Nabeul,Hammamet,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,30000.0,Nabeul,Hammamet,4.477121254719663
Appartements,1.0,1.0,87.0,À Vendre,240000.0,Nabeul,Mrezga,5.380211241711606
Maisons et Villas,2.0,1.0,100.0,À Vendre,35000.0,Nabeul,Hammamet,4.544068044350276
Appartements,2.0,1.0,80.0,À Vendre,105000.0,Nabeul,Hammamet,5.021189299069938
Maisons et Villas,2.0,1.0,90.0,À Vendre,80000.0,Nabeul,Hammamet,4.903089986991944
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,Kélibia,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,El Haouaria,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,139000.0,Nabeul,Hammamet Centre,5.143014800254095
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,95000.0,Nabeul,Hammamet,4.977723605288848
Maisons et Villas,3.0,1.0,500.0,À Louer,100.0,Nabeul,Nabeul,2.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,180000.0,Nabeul,Hammamet Centre,5.2552725051033065
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,95000.0,Nabeul,Hammam Ghezèze,4.977723605288848
Maisons et Villas,3.0,2.0,400.0,À Vendre,260000.0,Nabeul,Hammamet,5.414973347970818
Maisons et Villas,4.0,3.0,130.0,À Vendre,250000.0,Nabeul,Soliman,5.3979400086720375
Maisons et Villas,2.0,1.0,450.0,À Louer,380.0,Nabeul,Nabeul,2.57978359661681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,200000.0,Nabeul,Hammamet,5.301029995663981
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,60000.0,Nabeul,Hammamet,4.778151250383644
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,140000.0,Nabeul,Nabeul,5.146128035678238
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,290000.0,Nabeul,Autres villes,5.4623979978989565
Maisons et Villas,2.0,1.0,120.0,À Louer,1000.0,Nabeul,Hammamet,3.0
Maisons et Villas,3.0,1.0,300.0,À Vendre,100000.0,Nabeul,Kélibia,5.0
Appartements,2.0,1.0,67.0,À Vendre,164150.0,Nabeul,Nabeul,5.215240887065359
Appartements,1.0,1.0,75.0,À Louer,150.0,Nabeul,Hammamet Nord,2.1760912590556813
Maisons et Villas,3.0,1.0,150.0,À Vendre,220000.0,Nabeul,Hammamet,5.342422680822207
Appartements,1.0,1.0,85.0,À Vendre,215000.0,Nabeul,Mrezga,5.332438459915605
Maisons et Villas,2.0,2.0,300.0,À Vendre,295000.0,Nabeul,Hammamet,5.469822015978163
Maisons et Villas,5.0,3.0,345.0,À Vendre,650000.0,Nabeul,Hammamet,5.812913356642856
Maisons et Villas,5.0,2.0,100.0,À Vendre,700000.0,Nabeul,Hammamet,5.845098040014257
Maisons et Villas,3.0,2.0,1048.0,À Vendre,890000.0,Nabeul,Hammamet,5.949390006644912
Maisons et Villas,4.0,2.0,450.0,À Vendre,850000.0,Nabeul,Hammamet,5.929418925714293
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,110500.0,Nabeul,Béni Khalled,5.04336227802113
Maisons et Villas,5.0,3.0,345.0,À Vendre,650000.0,Nabeul,Hammamet,5.812913356642856
Maisons et Villas,4.0,2.0,350.0,À Vendre,730000.0,Nabeul,Hammamet,5.863322860120456
Maisons et Villas,4.0,2.0,980.0,À Vendre,750000.0,Nabeul,Hammamet,5.8750612633917
Maisons et Villas,2.0,1.0,143.0,À Vendre,145000.0,Nabeul,Hammamet,5.161368002234975
Maisons et Villas,4.0,2.0,200.0,À Vendre,290000.0,Nabeul,Hammamet,5.4623979978989565
Maisons et Villas,4.0,2.0,350.0,À Vendre,270000.0,Nabeul,Hammamet,5.431363764158987
Maisons et Villas,4.0,2.0,200.0,À Vendre,270000.0,Nabeul,Hammamet,5.431363764158987
Maisons et Villas,2.0,1.0,240.0,À Vendre,110000.0,Nabeul,Hammamet,5.041392685158225
Maisons et Villas,3.0,1.0,180.0,À Vendre,430000.0,Nabeul,Hammamet,5.633468455579586
Maisons et Villas,3.0,2.0,195.0,À Vendre,580000.0,Nabeul,Hammamet,5.763427993562937
Maisons et Villas,3.0,2.0,600.0,À Vendre,420000.0,Nabeul,Hammamet,5.623249290397901
Maisons et Villas,4.0,2.0,175.0,À Vendre,650000.0,Nabeul,Hammamet,5.812913356642856
Maisons et Villas,4.0,2.0,550.0,À Vendre,1200000.0,Nabeul,Hammamet,6.079181246047625
Maisons et Villas,3.0,1.0,360.0,À Vendre,285000.0,Nabeul,Hammamet,5.45484486000851
Maisons et Villas,3.0,1.0,190.0,À Vendre,260000.0,Nabeul,Mrezga,5.414973347970818
Maisons et Villas,3.0,2.0,110.0,À Vendre,80000.0,Nabeul,Hammamet,4.903089986991944
Maisons et Villas,4.0,2.0,350.0,À Vendre,480000.0,Nabeul,Hammamet,5.681241237375588
Maisons et Villas,3.0,1.0,250.0,À Vendre,490000.0,Nabeul,Hammamet,5.690196080028514
Appartements,2.0,1.0,100.0,À Vendre,260000.0,Nabeul,Hammamet Centre,5.414973347970818
Appartements,2.0,1.0,100.0,À Louer,750.0,Nabeul,Hammamet Nord,2.8750612633917
Maisons et Villas,5.0,2.0,200.0,À Vendre,290000.0,Nabeul,Hammamet,5.4623979978989565
Maisons et Villas,7.0,2.0,130.0,À Vendre,130000.0,Nabeul,Nabeul,5.113943352306837
Maisons et Villas,4.0,1.0,340.0,À Vendre,730000.0,Nabeul,Nabeul,5.863322860120456
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000.0,Nabeul,Hammamet,5.079181246047625
Maisons et Villas,3.0,2.0,350.0,À Vendre,285000.0,Nabeul,Hammamet,5.45484486000851
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,170000.0,Nabeul,Kélibia,5.230448921378274
Appartements,2.0,1.0,300.0,À Vendre,1400000.0,Nabeul,Hammamet,6.146128035678238
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,18000.0,Nabeul,Hammamet,4.2552725051033065
Locations de vacances,2.0,1.0,101.0,À Louer,80.0,Nabeul,Hammamet Nord,1.9030899869919435
Appartements,2.0,1.0,100.0,À Vendre,115000.0,Nabeul,Hammamet,5.060697840353612
Maisons et Villas,7.0,4.0,360.0,À Vendre,500000.0,Nabeul,Nabeul,5.698970004336019
Maisons et Villas,5.0,2.0,500.0,À Vendre,280000.0,Nabeul,Hammamet,5.447158031342219
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,80000.0,Nabeul,Hammamet,4.903089986991944
Maisons et Villas,3.0,2.0,350.0,À Vendre,285000.0,Nabeul,Hammamet,5.45484486000851
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,110000.0,Nabeul,Autres villes,5.041392685158225
Appartements,1.0,1.0,45.0,À Vendre,130000.0,Nabeul,Nabeul,5.113943352306837
Maisons et Villas,3.0,1.0,425.0,À Vendre,165000.0,Nabeul,Hammamet,5.217483944213907
Maisons et Villas,3.0,2.0,700.0,À Vendre,250000.0,Nabeul,Hammamet,5.3979400086720375
Appartements,2.0,1.0,75.0,À Vendre,120000.0,Nabeul,Hammamet,5.079181246047625
Maisons et Villas,2.0,2.0,120.0,À Vendre,255000.0,Nabeul,Hammamet,5.4065401804339555
Maisons et Villas,2.0,1.0,110.0,À Vendre,190000.0,Nabeul,Hammamet,5.278753600952829
Maisons et Villas,3.0,2.0,330.0,À Vendre,40000.0,Nabeul,Hammamet,4.6020599913279625
Maisons et Villas,5.0,2.0,200.0,À Vendre,210000.0,Nabeul,Kélibia,5.3222192947339195
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,37000.0,Nabeul,Hammamet,4.568201724066995
Appartements,2.0,1.0,105.0,À Vendre,175000.0,Nabeul,Hammamet,5.243038048686294
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,110000.0,Nabeul,Hammamet,5.041392685158225
Appartements,1.0,1.0,85.0,À Vendre,150000.0,Nabeul,Hammamet,5.176091259055681
Maisons et Villas,3.0,2.0,260.0,À Vendre,130000.0,Nabeul,Kélibia,5.113943352306837
Maisons et Villas,2.0,1.0,360.0,À Vendre,95000.0,Nabeul,Hammamet,4.977723605288848
Appartements,1.0,1.0,143.0,À Vendre,210000.0,Nabeul,Mrezga,5.3222192947339195
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,105000.0,Nabeul,Mrezga,5.021189299069938
Appartements,3.0,1.0,160.0,À Louer,1200.0,Nabeul,Mrezga,3.0791812460476247
Maisons et Villas,3.0,1.0,110.0,À Vendre,220000.0,Nabeul,Hammamet,5.342422680822207
Bureaux et Plateaux,5.0,2.0,150.0,À Louer,2000.0,Nabeul,Nabeul,3.3010299956639813
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,Hammamet,4.845098040014257
Appartements,2.0,1.0,130.0,À Vendre,260000.0,Nabeul,Hammamet,5.414973347970818
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,191000.0,Nabeul,Hammamet,5.281033367247727
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,150000.0,Nabeul,Hammamet,5.176091259055681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Nabeul,Hammamet,5.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,28000.0,Nabeul,Hammamet,4.447158031342219
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,120000.0,Nabeul,Hammamet,5.079181246047625
Appartements,2.0,1.0,140.0,À Vendre,350000.0,Nabeul,Hammamet,5.544068044350276
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,82500.0,Nabeul,Hammamet,4.9164539485499255
Maisons et Villas,2.0,1.0,100.0,À Louer,790.0,Nabeul,Hammamet,2.8976270912904414
Appartements,2.0,1.0,133.0,À Vendre,180000.0,Nabeul,Hammamet,5.2552725051033065
Maisons et Villas,3.0,2.0,300.0,À Vendre,400000.0,Nabeul,Hammamet,5.6020599913279625
Maisons et Villas,4.0,5.0,450.0,À Vendre,895000.0,Nabeul,Hammamet,5.951823035315912
Maisons et Villas,3.0,1.0,425.0,À Vendre,165000.0,Nabeul,Hammamet,5.217483944213907
Maisons et Villas,3.0,1.0,200.0,À Vendre,200000.0,Nabeul,Hammamet,5.301029995663981
Maisons et Villas,2.0,1.0,143.0,À Vendre,145000.0,Nabeul,Hammamet,5.161368002234975
Maisons et Villas,3.0,1.0,170.0,À Vendre,190000.0,Nabeul,Nabeul,5.278753600952829
Maisons et Villas,2.0,1.0,180.0,À Vendre,128000.0,Nabeul,Hammamet,5.107209969647869
Appartements,1.0,1.0,124.0,À Vendre,300000.0,Nabeul,Hammamet,5.477121254719663
Maisons et Villas,3.0,1.0,220.0,À Vendre,320000.0,Nabeul,Kélibia,5.505149978319906
Maisons et Villas,5.0,5.0,340.0,À Vendre,995000.0,Nabeul,Mrezga,5.997823080745725
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,50000.0,Nabeul,Hammamet,4.698970004336019
Maisons et Villas,5.0,6.0,1200.0,À Vendre,880000.0,Nabeul,Hammamet,5.944482672150168
Maisons et Villas,3.0,2.0,250.0,À Vendre,510000.0,Nabeul,Hammamet,5.707570176097937
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,28000.0,Nabeul,Hammamet,4.447158031342219
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,500000.0,Nabeul,Hammamet,5.698970004336019
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,244000.0,Nabeul,Mrezga,5.38738982633873
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Nabeul,Mrezga,5.0
Maisons et Villas,3.0,1.0,280.0,À Vendre,235000.0,Nabeul,Hammamet,5.371067862271736
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,75000.0,Nabeul,Hammamet Nord,4.8750612633917
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,1341000.0,Nabeul,Hammamet,6.127428777851599
Maisons et Villas,3.0,1.0,240.0,À Vendre,175000.0,Nabeul,Hammamet,5.243038048686294
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,333000.0,Nabeul,Hammamet,5.52244423350632
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,128000.0,Nabeul,Hammamet,5.107209969647869
Maisons et Villas,3.0,2.0,140.0,À Vendre,155000.0,Nabeul,Hammamet,5.190331698170292
Appartements,2.0,1.0,90.0,À Vendre,200000.0,Nabeul,Hammamet,5.301029995663981
Appartements,2.0,3.0,100.0,À Vendre,200000.0,Nabeul,Hammamet,5.301029995663981
Appartements,1.0,1.0,85.0,À Vendre,150000.0,Nabeul,Hammamet,5.176091259055681
Appartements,2.0,1.0,133.0,À Vendre,180000.0,Nabeul,Hammamet,5.2552725051033065
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,160000.0,Nabeul,Hammamet,5.204119982655925
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Nabeul,Hammamet Nord,5.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,111111.0,Nabeul,Dar Châabane El Fehri,5.045757056265976
Appartements,2.0,1.0,80.0,À Vendre,125000.0,Nabeul,Nabeul,5.096910013008056
Appartements,2.0,1.0,70.0,À Vendre,130000.0,Nabeul,Hammamet,5.113943352306837
Appartements,1.0,1.0,40.0,À Vendre,95000.0,Nabeul,Hammamet,4.977723605288848
Maisons et Villas,1.0,1.0,84.0,À Vendre,215000.0,Nabeul,Hammamet,5.332438459915605
Maisons et Villas,3.0,1.0,160.0,À Vendre,600000.0,Nabeul,Nabeul,5.778151250383644
Appartements,2.0,1.0,80.0,À Vendre,120000.0,Nabeul,Hammamet,5.079181246047625
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,315000.0,Nabeul,Autres villes,5.498310553789601
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,150000.0,Nabeul,Dar Châabane El Fehri,5.176091259055681
Maisons et Villas,4.0,2.0,220.0,À Vendre,380000.0,Nabeul,Hammamet,5.57978359661681
Maisons et Villas,3.0,2.0,250.0,À Vendre,360000.0,Nabeul,Hammamet,5.556302500767287
Maisons et Villas,3.0,2.0,180.0,À Vendre,360000.0,Nabeul,Hammamet,5.556302500767287
Maisons et Villas,2.0,1.0,200.0,À Vendre,260000.0,Nabeul,Hammamet,5.414973347970818
Maisons et Villas,2.0,1.0,900.0,À Vendre,85000.0,Nabeul,Hammamet,4.929418925714293
Maisons et Villas,3.0,1.0,190.0,À Vendre,255000.0,Nabeul,Hammamet,5.4065401804339555
Appartements,1.0,1.0,75.0,À Vendre,225000.0,Nabeul,Hammamet,5.352182518111363
Appartements,4.0,2.0,230.0,À Vendre,380000.0,Nabeul,Hammamet,5.57978359661681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,36000.0,Nabeul,Hammamet,4.556302500767287
Appartements,3.0,2.0,188.0,À Vendre,565000.0,Nabeul,Hammamet,5.752048447819439
Maisons et Villas,3.0,2.0,460.0,À Vendre,600000.0,Nabeul,Nabeul,5.778151250383644
Appartements,1.0,1.0,85.0,À Vendre,150000.0,Nabeul,Hammamet,5.176091259055681
Appartements,2.0,1.0,100.0,À Vendre,300000.0,Nabeul,Hammamet,5.477121254719663
Maisons et Villas,3.0,1.0,190.0,À Vendre,160000.0,Nabeul,Hammamet,5.204119982655925
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,105000.0,Nabeul,Nabeul,5.021189299069938
Appartements,1.0,1.0,61.0,À Vendre,230000.0,Nabeul,Hammamet,5.361727836017593
Maisons et Villas,4.0,2.0,375.0,À Vendre,550000.0,Nabeul,Hammamet,5.740362689494244
Appartements,2.0,1.0,124.0,À Louer,600.0,Nabeul,Hammamet,2.7781512503836434
Maisons et Villas,3.0,2.0,360.0,À Vendre,285000.0,Nabeul,Hammamet,5.45484486000851
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,470000.0,Nabeul,Soliman,5.672097857935717
Appartements,1.0,1.0,35.0,À Vendre,60000.0,Nabeul,Hammamet,4.778151250383644
Maisons et Villas,3.0,1.0,360.0,À Vendre,320000.0,Nabeul,Hammamet,5.505149978319906
Appartements,2.0,1.0,130.0,À Vendre,290000.0,Nabeul,Hammamet,5.4623979978989565
Appartements,2.0,1.0,85.0,À Vendre,300000.0,Nabeul,Hammamet,5.477121254719663
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,67000.0,Nabeul,Hammamet,4.826074802700826
Maisons et Villas,5.0,2.0,250.0,À Vendre,350000.0,Nabeul,Hammamet,5.544068044350276
Maisons et Villas,3.0,2.0,250.0,À Vendre,510000.0,Nabeul,Hammamet,5.707570176097937
Appartements,3.0,1.0,83.0,À Louer,750.0,Nabeul,Hammamet Nord,2.8750612633917
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Nabeul,Kélibia,5.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,87000.0,Nabeul,Hammamet,4.939519252618618
Appartements,1.0,1.0,60.0,À Vendre,85000.0,Nabeul,Hammamet,4.929418925714293
Appartements,1.0,1.0,61.0,À Vendre,230000.0,Nabeul,Hammamet,5.361727836017593
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,Kélibia,4.845098040014257
Appartements,1.0,1.0,45.0,À Vendre,130000.0,Nabeul,Mrezga,5.113943352306837
Maisons et Villas,2.0,1.0,340.0,À Vendre,175000.0,Nabeul,Hammamet,5.243038048686294
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,60000.0,Nabeul,Hammamet,4.778151250383644
Maisons et Villas,3.0,1.0,400.0,À Vendre,198000.0,Nabeul,Hammamet,5.296665190261531
Appartements,2.0,1.0,235.0,À Vendre,165000.0,Nabeul,Hammamet,5.217483944213907
Appartements,2.0,1.0,120.0,À Vendre,255000.0,Nabeul,Hammamet,5.4065401804339555
Locations de vacances,2.0,1.0,85.0,À Louer,90.0,Nabeul,Hammamet,1.954242509439325
Appartements,1.0,1.0,70.0,À Vendre,230000.0,Nabeul,Hammamet,5.361727836017593
Appartements,1.0,1.0,50.0,À Vendre,118000.0,Nabeul,Nabeul,5.071882007306125
Appartements,2.0,1.0,74.0,À Vendre,130000.0,Nabeul,Hammamet,5.113943352306837
Appartements,2.0,1.0,200.0,À Vendre,185000.0,Nabeul,Hammamet,5.267171728403014
Appartements,2.0,1.0,70.0,À Vendre,145000.0,Nabeul,Hammamet,5.161368002234975
Maisons et Villas,2.0,1.0,130.0,À Vendre,140000.0,Nabeul,Hammamet,5.146128035678238
Appartements,2.0,1.0,65.0,À Vendre,110000.0,Nabeul,Hammamet,5.041392685158225
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,100000.0,Nabeul,Mrezga,5.0
Maisons et Villas,6.0,4.0,250.0,À Vendre,128000.0,Nabeul,Nabeul,5.107209969647869
Appartements,3.0,1.0,120.0,À Vendre,250000.0,Nabeul,Hammamet,5.3979400086720375
Maisons et Villas,2.0,1.0,240.0,À Vendre,190000.0,Nabeul,Hammamet,5.278753600952829
Maisons et Villas,3.0,1.0,240.0,À Vendre,175000.0,Nabeul,Hammamet,5.243038048686294
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,105000.0,Nabeul,Hammamet,5.021189299069938
Appartements,2.0,1.0,105.0,À Vendre,175000.0,Nabeul,Hammamet,5.243038048686294
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,150000.0,Nabeul,Hammamet,5.176091259055681
Appartements,2.0,1.0,130.0,À Vendre,140000.0,Nabeul,Hammamet,5.146128035678238
Maisons et Villas,3.0,1.0,190.0,À Vendre,255000.0,Nabeul,Hammamet,5.4065401804339555
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,60000.0,Nabeul,Hammam Ghezèze,4.778151250383644
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,26700.0,Nabeul,Kélibia,4.426511261364575
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,17900.0,Nabeul,Hammamet,4.252853030979893
Maisons et Villas,4.0,2.0,130.0,À Vendre,160000.0,Nabeul,Kélibia,5.204119982655925
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,145000.0,Nabeul,Kélibia,5.161368002234975
Maisons et Villas,2.0,1.0,400.0,À Vendre,185000.0,Nabeul,Kélibia,5.267171728403014
Maisons et Villas,2.0,1.0,240.0,À Vendre,110000.0,Nabeul,Hammamet,5.041392685158225
Maisons et Villas,2.0,1.0,110.0,À Vendre,190000.0,Nabeul,Hammamet,5.278753600952829
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,60000.0,Nabeul,Menzel Temime,4.778151250383644
Maisons et Villas,4.0,3.0,350.0,À Vendre,520000.0,Nabeul,Hammamet,5.7160033436347994
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,El Haouaria,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,El Haouaria,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,El Haouaria,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,Kélibia,4.845098040014257
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,70000.0,Nabeul,El Haouaria,4.845098040014257
Appartements,3.0,3.0,200.0,À Vendre,400000.0,Nabeul,Hammamet Nord,5.6020599913279625
Locations de vacances,2.0,1.0,120.0,À Louer,50.0,Nabeul,Hammamet,1.6989700043360187
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,50000.0,Nabeul,El Haouaria,4.698970004336019
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,460000.0,Nabeul,Autres villes,5.662757831681574
Locations de vacances,2.0,1.0,150.0,À Louer,50.0,Nabeul,Kélibia,1.6989700043360187
Maisons et Villas,6.0,2.0,93.0,À Vendre,150000.0,Nabeul,Nabeul,5.176091259055681
Appartements,2.0,1.0,100.0,À Louer,420.0,Nabeul,Grombalia,2.6232492903979003
Maisons et Villas,4.0,3.0,500.0,À Vendre,780000.0,Nabeul,Hammamet,5.892094602690481
Maisons et Villas,5.0,2.0,416.0,À Vendre,380000.0,Nabeul,Hammamet,5.57978359661681
"Magasins, Commerces et Locaux industriels",1.0,1.0,600.0,À Louer,1000.0,Nabeul,El Mida,3.0
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,15000.0,Nabeul,Hammamet,4.176091259055681
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,42000.0,Nabeul,Hammamet,4.623249290397901
Maisons et Villas,2.0,1.0,240.0,À Vendre,175000.0,Nabeul,Hammamet,5.243038048686294
Maisons et Villas,3.0,2.0,190.0,À Vendre,255000.0,Nabeul,Hammamet,5.4065401804339555
Terrains et Fermes,-1.0,-1.0,-1.0,À Vendre,45000.0,Nabeul,Hammamet,4.653212513775344
